周边ID,中文简记,正式商品名,厂商/渠道,清理判定,判定理由,处理动作,清理前图片状态,清理前本地图,清理前Fallback,图片来源说明,图片来源URL,图片类型
KR-MER-0727,Omanjuu Fluffy Pouch 4,鬼龍紅郎 「あんさんぶるスターズ! おまんじゅうふかふかポーチ4」,エンスカイ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/pics_webp/boxart_m/608447692m.jpg.webp,駿河屋角色档案图,https://cdn.suruga-ya.jp/pics_webp/boxart_m/608447692m.jpg.webp,档案角色缩略原图
KR-MER-0728,Character Bag Tag 4,鬼龍紅郎 「あんさんぶるスターズ! キャラクターバッグタグ4」,フリュー,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/608762642.jpg.webp,駿河屋角色单品档案原图＋電撃ホビーFamily资料,https://cdn.suruga-ya.jp/database/pics_webp/game/608762642.jpg.webp,档案单品原图
KR-MER-0729,Air Fuwa Keyholder C,鬼龍紅郎 「エアふわキーホルダー あんさんぶるスターズ! C」,ハセ・プロ/バンダイ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/508142447.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508142447.jpg.webp,档案单品原图
KR-MER-0731,China 3rd Anniversary Cheki Bromide,鬼龍紅郎 「偶像夢幻祭2 2周年ポップアップストア 3周年記念チェキ風ブロマイド」 中国限定,中国官方渠道,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/892107800.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892107800.jpg.webp,档案单品原图
KR-MER-0733,China SNS Photo Card,鬼龍紅郎 「あんさんぶるスターズ! SNSフォトカード」 中国限定,MOGURA ENTERTANMENT,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/892044736.jpg.webp,駿河屋鬼龍紅郎角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892044736.jpg.webp,档案单品原图
KR-MER-0734,China Jewel Heart Badge A,鬼龍紅郎 「あんさんぶるスターズ!! 宝石心晴 ハート型缶バッジ A」 中国限定,中国官方渠道,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/871131053.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871131053.jpg.webp,档案单品原图
KR-MER-0735,China Starlight Theme Shikishi Akatsuki,星彩主題色紙 紅月 「あんさんぶるスターズ!!」 中国限定,中国官方渠道,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/860056460.jpg.webp,駿河屋鬼龍紅郎角色商品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/860056460.jpg.webp,档案单品原图
KR-MER-0736,China Heartbeat Polaroid Card,鬼龍紅郎 心動時刻ポラロイド風カード 「あんさんぶるスターズ!!」 中国限定,中国官方渠道,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/892295175.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892295175.jpg.webp,档案单品原图
KR-MER-0737,China Quicksand CoLotta A,鬼龍紅郎 「あんさんぶるスターズ!! 流砂CoLotta A」 中国限定,中国官方渠道,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0737.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/508326575.jpg.webp,駿河屋鬼龍紅郎角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508326575.jpg.webp,档案单品原图
KR-MER-0738,China Double-sided Acrylic Keyholder A Ver.2,鬼龍紅郎 「あんさんぶるスターズ!! 両面アクリルキーホルダー A Ver.2」 中国限定,中国官方渠道,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0738.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/508133197.jpg.webp,駿河屋鬼龍紅郎角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508133197.jpg.webp,档案单品原图
KR-MER-0740,China 4th Anniversary Heart Acrylic Stand A,鬼龍紅郎 「あんさんぶるスターズ! 4周年 ハートアクリルスタンド A」 中国限定,中国官方渠道,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/508095606.jpg.webp,駿河屋鬼龍紅郎角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508095606.jpg.webp,档案单品原图
KR-MER-0741,China 4th Anniversary Badge B,鬼龍紅郎 「あんさんぶるスターズ! 4周年 缶バッジB」 中国限定,中国官方渠道,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/871793417.jpg.webp,駿河屋鬼龍紅郎角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871793417.jpg.webp,档案单品原图
KR-MER-0742,China Sparkle Badge A,鬼龍紅郎 「あんさんぶるスターズ!! 閃耀缶バッジ グループA」 中国限定,中国官方渠道,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/871308502.jpg.webp,駿河屋鬼龍紅郎角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871308502.jpg.webp,档案单品原图
KR-MER-0744,中国限定 窗扉(花窗)徽章 B,鬼龍紅郎 「あんさんぶるスターズ!! 窓扉(花窓) 缶バッジ B」 中国限定,中国官方渠道,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/871779484.jpg.webp,駿河屋鬼龍紅郎角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871779484.jpg.webp,档案单品原图
KR-MER-0745,China 5th Anniversary Bond Ring Silver,鬼龍紅郎 5周年記念 絆リング(シルバー) 13号 「あんさんぶるスターズ!!」 中国限定,中国官方渠道,非官图已撤,非官方图片来源：static.mercdn.net,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0745.webp,https://static.mercdn.net/item/detail/orig/photos/m46098169775_1.jpg?1765375819,Mercari鬼龍紅郎中国5周年シルバーリング精确实物＋市场13号Family索引交叉,https://static.mercdn.net/item/detail/orig/photos/m46098169775_1.jpg?1765375819,精确二手角色实物＋同Family 13号交叉
KR-MER-0754,Visual Blanket old vol.2,鬼龍紅郎 ビジュアルブランケットvol.2 「あんさんぶるスターズ!」,エンスカイ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0754.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/864603413.jpg.webp,駿河屋鬼龍紅郎角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/864603413.jpg.webp,档案单品原图
KR-MER-0755,Visual Blanket old Vol.4,鬼龍紅郎 ビジュアルブランケットVol.4 「あんさんぶるスターズ!」,エンスカイ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0755.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/864605387.jpg.webp,駿河屋鬼龍紅郎角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/864605387.jpg.webp,档案单品原图
KR-MER-0756,Glitter Acrylic Frame Mirror,鬼龍紅郎 キラキラアクリルフレームミラー 「あんさんぶるスターズ!!」,ムービック,非官图已撤,非官方图片来源：static.mercdn.net,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0756.webp,https://static.mercdn.net/item/detail/orig/photos/m27881477177_1.jpg?1722574329,Mercari鬼龍紅郎精确单品实物＋駿河屋角色档案,https://static.mercdn.net/item/detail/orig/photos/m27881477177_1.jpg?1722574329,精确二手角色单品实物图
KR-MER-0757,Big Uchiwa Kuro,鬼龍紅郎 ビッグうちわ 「あんさんぶるスターズ!」,バンダイナムコアーツ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/995015921.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/995015921.jpg.webp,档案单品原图
KR-MER-0758,Mini Uchiwa Animate Fair Bonus,鬼龍紅郎 ミニうちわ 「あんさんぶるスターズ!」 アニメイトフェア購入特典,アニメイト,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/995007410.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/995007410.jpg.webp,档案单品原图
KR-MER-0759,Starry Stage 4th Clear Support Uchiwa,鬼龍紅郎 クリア応援うちわ 8月出演ユニットver. 「あんさんぶるスターズ!! Starry Stage 4th -Star's Parade-」,バンダイナムコアーツ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/995016203.jpg.webp,駿河屋角色单品档案原图＋Starry Stage 4th公式,https://cdn.suruga-ya.jp/database/pics_webp/game/995016203.jpg.webp,档案单品原图
KR-MER-0760,Allied Worlds Idol Acrylic Stand,鬼龍紅郎 A/W Idol Acrylicstand 「DREAM LIVE 7th Tour -Allied Worlds-」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/508649635.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508649635.jpg.webp,档案单品原图
KR-MER-0762,Allied Worlds Penlight Tube,鬼龍紅郎 A/W Penlight Tube 「DREAM LIVE 7th Tour -Allied Worlds-」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/pics_webp/boxart_bn/508649659-0001.jpg.webp?v=32f7332f6a3428bce0c3,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/pics_webp/boxart_bn/508649659-0001.jpg.webp?v=32f7332f6a3428bce0c3,档案单品原图
KR-MER-0765,Allied Worlds Glitter Penlight Lislet,鬼龍紅郎 A/W Glitter Penlight Lislet 「DREAM LIVE 7th Tour -Allied Worlds-」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/508649682.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508649682.jpg.webp,档案单品原图
KR-MER-0766,Allied Worlds Idol Badge A,鬼龍紅郎 「DREAM LIVE 7th Tour -Allied Worlds- A/W Idol Badge Collection A」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/871147600.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871147600.jpg.webp,档案单品原图
KR-MER-0767,Allied Worlds Hologram Sticker,鬼龍紅郎 A/W Hologram Sticker 「DREAM LIVE 7th Tour -Allied Worlds-」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/859081396.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/859081396.jpg.webp,档案单品原图
KR-MER-0769,Memorial Banner Scout 2019 Onigashima,鬼龍紅郎(鬼ヶ島) メモリアルバナーコレクション スカウト!ver. 2019,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0769.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/871029973.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871029973.jpg.webp,档案单品原图
KR-MER-0770,Memorial Banner Scout 2019 Underdoctor,鬼龍紅郎(アンダードクトア) メモリアルバナーコレクション スカウト!ver. 2019,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0770.webp,https://cdn.suruga-ya.jp/pics_webp/boxart_m/871029985m.jpg.webp,駿河屋角色買取档案缩略图,https://cdn.suruga-ya.jp/pics_webp/boxart_m/871029985m.jpg.webp,档案缩略图・待大图升级
KR-MER-0771,Korotto Acrylic Mini Figure Casual Spring-Summer,鬼龍紅郎 ころっと アクリルミニフィギュア ver.私服(春～夏) 「あんさんぶるスターズ!!」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0771.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/508567136.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508567136.jpg.webp,档案单品原图
KR-MER-0773,Meteor Bonfire Badge Uniform,鬼龍紅郎(制服) キャラバッジ 「あんさんぶるスターズ! 追憶*流星の篝火」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/871724670.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871724670.jpg.webp,档案单品原图
KR-MER-0774,Meteor Bonfire Badge Idol,鬼龍紅郎(アイドル) キャラバッジ 「あんさんぶるスターズ! 追憶*流星の篝火」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/871724669.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871724669.jpg.webp,档案单品原图
KR-MER-0775,Akatsuki Acrylic Stand,鬼龍紅郎 アクリルスタンド 紅月 「あんさんぶるスターズ!!」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/508034031.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508034031.jpg.webp,档案单品原图
KR-MER-0776,Stargazer Acrylic Stand Collection A,鬼龍紅郎 「DREAM LIVE 5th Tour -Stargazer- アクリルスタンドコレクション 5th Tour Edition A」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/508226325.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508226325.jpg.webp,档案单品原图
KR-MER-0777,Acrylic Keyholder Collection vol.7 Idol Special Days B,鬼龍紅郎 アクリルキーホルダーコレクション vol.7 Idol Special Days Ver.B,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/508030570.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508030570.jpg.webp,档案单品原图
KR-MER-0778,Stargazer Glow Body Sticker,鬼龍紅郎 光るボディステッカー 「DREAM LIVE 5th Tour -Stargazer-」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/859051072.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/859051072.jpg.webp,档案单品原图
KR-MER-0779,Stargazer Penlight Tube,鬼龍紅郎 ペンライトチューブ 「DREAM LIVE 5th Tour -Stargazer-」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/508238282.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508238282.jpg.webp,档案单品原图
KR-MER-0780,Kotobukiya x Movic Rubber Strap 4th Stage,鬼龍紅郎 コトブキヤ×ムービックラバーストラップコレクション 4th stage,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/608789375.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/608789375.jpg.webp,档案单品原图
KR-MER-0782,Peta Collection B Box Normal,鬼龍紅郎 「あんさんぶるスターズ!! ぺたコレクション B-BOX」 ノーマル,ムービック,非官图已撤,非官方图片来源：static.mercdn.net,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0782.webp,https://static.mercdn.net/item/detail/orig/photos/m90474568866_1.jpg?1697636814,Mercari精确ぺたコレクションB＋EMOCA3鬼龍紅郎实物・目标单品裁切,https://static.mercdn.net/item/detail/orig/photos/m90474568866_1.jpg?1697636814,精确二手组合实物・目标单品裁切
KR-MER-0784,Character Badge NEW SHOT ver.D,鬼龍紅郎 「あんさんぶるスターズ!! キャラバッジコレクション NEW SHOT!! ver.D」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0784.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/871723464.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871723464.jpg.webp,档案单品原图
KR-MER-0785,Kumamate Miniature Costume Akatsuki,鬼龍紅郎(紅月/ステージ衣装) くまめいと ミニチュア衣装 「あんさんぶるスターズ!」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/646096329.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/646096329.jpg.webp,档案单品原图
KR-MER-0786,Character Badge Collection D,鬼龍紅郎 「あんさんぶるスターズ!! キャラバッジコレクション D」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0786.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/871723869.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871723869.jpg.webp,档案单品原图
KR-MER-0788,Character Badge Collection B,鬼龍紅郎 「あんさんぶるスターズ! キャラバッジコレクションB」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0788.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/871692247.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871692247.jpg.webp,档案单品原图
KR-MER-0789,Idol School Days Badge Vol.6 B,鬼龍紅郎 キャラバッジコレクション Idol School Days Vol.6 Ver.B,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0789.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/871670948.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871670948.jpg.webp,档案单品原图
KR-MER-0790,Memorial Banner 2016 A Kuro,鬼龍紅郎(傾け!梅雨払いの錦) メモリアルバナーコレクション 2016 A,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0790.webp,https://cdn.suruga-ya.jp/pics_webp/boxart_m/871722001m.jpg.webp,駿河屋角色買取档案缩略图,https://cdn.suruga-ya.jp/pics_webp/boxart_m/871722001m.jpg.webp,档案缩略图・待大图升级
KR-MER-0791,KyuVic Plate Keychain 6th,鬼龍紅郎 球Vic プレートキーチェーン 第6弾 「あんさんぶるスターズ!」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0791.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/508723397.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508723397.jpg.webp,档案单品原图
KR-MER-0792,Memorial Banner Scout 2017 B,鬼龍紅郎 メモリアルバナーコレクション スカウト!ver. 2017 B,ムービック,非官图已撤,非官方图片来源：static.mercdn.net,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0792.webp,https://static.mercdn.net/item/detail/orig/photos/m30998800765_1.jpg?1718637542,Mercari鬼龍紅郎「狼と赤ずきん」精确バナー实物＋駿河屋2017B角色直证＋旧公式Scout记录,https://static.mercdn.net/item/detail/orig/photos/m30998800765_1.jpg?1718637542,精确二手角色バナー＋官方2017 Scout映射
KR-MER-0793,Nitengomu x MOVIC 1 Kuro,鬼龍紅郎 トイズワークスコレクション にいてんごむっ!×MOVIC そのいち,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/608474296.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/608474296.jpg.webp,档案单品原图
KR-MER-0794,Idol Special Days Badge vol.4 B,鬼龍紅郎 キャラバッジコレクション Idol Special Days vol.4 B,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0794.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/871110831.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871110831.jpg.webp,档案单品原图
KR-MER-0795,2nd Anniversary Cheers Light,鬼龍紅郎 「2nd Anniversary ファン感謝祭 チアーズライトコレクション」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/608504497.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/608504497.jpg.webp,档案单品原图
KR-MER-0796,Idol School Days Badge Vol.8 B,鬼龍紅郎 キャラバッジコレクション Idol School Days Vol.8 B,ムービック,非官图已撤,非官方图片来源：img.lashinbang.com,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0796.webp,https://img.lashinbang.com/125/203510779125_L.jpg,らしんばん角色单品实物图,https://img.lashinbang.com/125/203510779125_L.jpg,二手单品实物图
KR-MER-0797,Idol Special Days Badge Vol.3 B,鬼龍紅郎 キャラバッジコレクション Idol Special Days Vol.3 ver.B,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0797.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/871238526.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871238526.jpg.webp,档案单品原图
KR-MER-0799,Color Collection Rebellion King's Ride,鬼龍紅郎 「カラコレ あんさんぶるスターズ! 反逆!王の騎行編」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0799.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/601068349.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/601068349.jpg.webp,档案单品原图
KR-MER-0801,Acrylic Keyholder Idol Special Days vol.2 B,鬼龍紅郎 アクリルキーホルダーコレクション Idol Special Days vol.2 ver.B,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/608718240.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/608718240.jpg.webp,档案单品原图
KR-MER-0802,Idol School Days Badge vol.7 B,鬼龍紅郎 キャラバッジコレクション Idol School Days vol.7 B,ムービック,非官图已撤,非官方图片来源：img.lashinbang.com,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0802.webp,https://img.lashinbang.com/722/203510718722_L.jpg,らしんばん角色单品实物图,https://img.lashinbang.com/722/203510718722_L.jpg,二手单品实物图
KR-MER-0803,Idol Special Days Badge vol.8 B,鬼龍紅郎 キャラバッジコレクション Idol Special Days vol.8 B,ムービック,非官图已撤,非官方图片来源：syunnkita.com,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0803.webp,https://syunnkita.com/sub/EnsembleStars%21/images/kan-min.JPG,实物包装阵容图裁切,https://syunnkita.com/sub/EnsembleStars%21/images/kan-min.JPG,实物包装阵容图裁切・待单品图升级
KR-MER-0804,Mini Towel Summer Festival ver.B,鬼龍紅郎 ミニタオルコレクション 夏祭りシリーズ ver.B 「あんさんぶるスターズ!」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/508647655.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508647655.jpg.webp,档案单品原图
KR-MER-0805,Acrylic Keyholder Idol School Days B,鬼龍紅郎 アクリルキーホルダーコレクション Idol School Days Ver.B,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/608645005.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/608645005.jpg.webp,档案单品原图
KR-MER-0806,Acrylic Keyholder Collection B,鬼龍紅郎 アクリルキーホルダーコレクションB 「あんさんぶるスターズ!」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/608374678.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/608374678.jpg.webp,档案单品原图
KR-MER-0808,Idol School Days Badge B,鬼龍紅郎 キャラバッジコレクション Idol School Days Ver.B,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0808.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/871744911.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871744911.jpg.webp,档案单品原图
KR-MER-0809,Memorial Banner 2018 A,鬼龍紅郎 メモリアルバナーコレクション 2018 A,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0809.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/871722052.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871722052.jpg.webp,档案单品原图
